Aghondi,12
Akheri,45
Arash,12
Arri,19
Arusha Chini,57
Babayu,10
Badi,34
Badugu,17
Bahi,17
Balangidalalu,19
Baleni,22
Bangata,33
Bangwe,9
Baraa,2
Bargish,18
Bariadi,13
Barikiwa,11
Barray,24
Bashay,25
Bashinet,19
Bassodesh,4
Bassotu,9
Bendera,34
Berega,35
Berege,10
Bereko,18
Bigwa,13
Biharamulo Urban,63
Biirabo,24
Binagi,42
Biro,16
Bitale,54
Boma,2
Boma la ng'ombe,74
Bombambili,2
Bombo,18
Bonde la Songwe,56
Bondeni,2
Bonga,11
Bubiki,5
Buchambi,61
Budakwa,16
Budekwa,35
Budushi,2
Bugandika,11
Buganguzi,7
Bugarama,104
Bugene,9
Bugogwe,8
Bugomora,18
Bugoro,52
Bugorora,18
Bugwema,5
Buhanda businde,11
Buhemba,24
Buhendangabo,12
Buhigwe,11
Buhingo,15
Buhongwa,21
Buhoro,19
Bujashi,59
Bujonde,49
Bujugo,11
Bukabwa,7
Bukanda,21
Bukembe,10
Bukene,20
Bukiko,5
Bukima,7
Bukindo,10
Bukiriro,42
Bukoko,2
Bukoli,26
Bukombe,21
Bukome,10
Bukondo,2
Bukongo,9
Bukumbi,20
Bukumi,2
Bukundi,14
Bukura,4
Bukwe,5
Bukwimba,11
Bulige,22
Bulongwa,34
Bulungwa,40
Bulyakashaju,28
Bumbuli,9
Bumbuta,17
Bumera,74
Bumilayinga,29
Bunambiu,6
Bunamhala,42
Bunda,30
Bunduki,6
Bungu,93
Bungulwa,19
Bunju,26
Bunyambo,36
Bupamwa,16
Bupandwamhela,23
Bupigu,17
Bupu,14
Bureza,2
Buruma,17
Burungura,1
Busagara,57
Busanda,5
Busangi,33
Busawe,52
Buseresere,7
Bushiri,17
Busi,28
Busilili,70
Busisi,7
Busole,80
Busolwa,21
Busongo,10
Buswahili,11
Buswelu,20
Buterankuzi,51
Butiama,33
Butimba,36
Butuguri,12
Buyagu,9
Buyango,8
Buziku,23
Buzilasoga,6
Bwagamoyo,11
Bwakila Chini,33
Bwakila Juu,5
Bwambo,28
Bwanga,10
Bwanjai,11
Bwasi,7
Bwawani,37
Bwembera,6
Bweni,10
Bwera,13
Bweranyange,9
Bwiregi,33
Bwiro,14
Bwisya,23
Chabutwa,33
Chakwale,74
Chala,65
Chalangwa,16
Chali,5
Chalinze,196
Chamazi,3
Chambo,28
Chamkoroma,41
Chandama,13
Changaa,3
Chanika,171
Chanzuru,86
Chato,22
Chaume,11
Chawi,23
Chekelei,14
Chela,42
Chemba,19
Chemchem,7
Chibe,19
Chibelela,12
Chienjere,16
Chifunfu,2
Chigunga,16
Chigungu,28
Chihanga,18
Chikola,20
Chikongola,5
Chikonji,12
Chikuyu,33
Chilangala,15
Chilionwa,16
Chilulumo,16
Chimala,88
Chinamili,111
Chingungwe,13
Chinugulu,1
Chiola,12
Chipanga,14
Chiponda,30
Chipuputa,8
Chirombola,13
Chisano,9
Chita,31
Chitekete,8
Chitete,36
Chiugutwa,43
Chiwanda,23
Chiwezi,38
Chiwonga,11
Chokaa,7
Cholesamvula,6
Choma,36
Chome,22
Chomvu,22
Chona,25
Chongoleani,15
Chumbi,26
Chumo,39
Chuno,5
Chunyu,37
Daa,17
Dabaga,9
Dabalo,24
Dabil,47
Dakama,45
Dalai,11
Daluni,36
Daraja Mbili,3
Dareda,52
Daudi,18
Didia,50
Digodigo,20
Dihimba,21
Dindira,14
Diongoya,103
Doma,47
Dongo,14
Dongobesh,41
Dosidosi,9
Duga,27
Dumila,60
Dunda,6
Dung'unyi,28
Duru,15
Dutwa,26
Elerai,11
Endabash,60
Endasak,33
Endulen,24
Engarenaibor,34
Engaruka,7
Engusero,16
Engutoto,7
Esilalei,63
Etaro,17
Euga,17
Farkwa,13
Fufu,2
Fukalo,8
Funta,19
Gairo,16
Galula,9
Gamboshi,17
Gare,18
Gehandu,16
Gelai Lumbwa,7
Gelai Meirugoi,9
Gendabi,23
Gera,7
Gidahababieg,2
Gidas,19
Gisambalang,8
Gitting,2
Goba,33
Gode Gode,5
Goima,16
Gombero,5
Gongoni,3
Goribe,3
Goweko,18
